fecha_venta,id_producto,modelo,categoría,canal_venta,cliente,unidades,precio_unitario,monto_total
2025-02-10,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_127,3,38121,114363
2025-02-10,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_152,1,22845,22845
2025-02-11,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_135,1,30092,30092
2025-02-11,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_198,1,22030,22030
2025-02-11,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_82,4,33571,134284
2025-02-11,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_185,1,22713,22713
2025-02-11,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_65,3,40763,122289
2025-02-12,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_59,4,22726,90904
2025-02-13,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_146,4,29134,116536
2025-02-13,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_164,1,33649,33649
2025-02-13,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_46,4,21274,85096
2025-02-14,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_78,3,22066,66198
2025-02-14,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_45,3,30773,92319
2025-02-14,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_75,5,43878,219390
2025-02-15,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_103,5,36173,180865
2025-02-15,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_44,2,19089,38178
2025-02-15,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_197,5,42994,214970
2025-02-15,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_61,4,20372,81488
2025-02-15,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_39,2,30378,60756
2025-02-15,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_89,1,34361,34361
2025-02-15,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_3,3,28410,85230
2025-02-15,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_5,5,24096,120480
2025-02-16,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_6,2,23521,47042
2025-02-17,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_162,3,18363,55089
2025-02-17,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_100,5,37700,188500
2025-02-18,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Física,Cliente_150,5,40791,203955
2025-02-19,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_95,3,32323,96969
2025-02-19,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_192,1,38771,38771
2025-02-19,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_110,3,32006,96018
2025-02-19,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_131,1,33313,33313
2025-02-19,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Online,Cliente_133,4,41835,167340
2025-02-19,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_11,1,24897,24897
2025-02-20,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Física,Cliente_127,2,34700,69400
2025-02-20,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_133,2,30451,60902
2025-02-20,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_89,5,38131,190655
2025-02-21,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_149,3,44390,133170
2025-02-21,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Física,Cliente_26,3,34604,103812
2025-02-21,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_16,1,36057,36057
2025-02-21,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_85,3,22254,66762
2025-02-22,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_48,4,38539,154156
2025-02-22,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_138,5,23765,118825
2025-02-22,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_159,1,40204,40204
2025-02-23,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_112,3,19387,58161
2025-02-23,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_45,2,21929,43858
2025-02-23,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_86,2,20591,41182
2025-02-23,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_18,1,36369,36369
2025-02-23,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_116,4,44266,177064
2025-02-23,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_108,5,22684,113420
2025-02-24,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_27,5,28894,144470
2025-02-24,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_166,1,27950,27950
2025-02-24,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_7,2,23690,47380
2025-02-24,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_78,3,33680,101040
2025-02-24,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_149,2,30732,61464
2025-02-24,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_197,1,34515,34515
2025-02-24,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_7,4,29533,118132
2025-02-24,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_29,3,31370,94110
2025-02-25,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_125,4,31242,124968
2025-02-25,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_39,5,29168,145840
2025-02-25,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_196,2,22340,44680
2025-02-25,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_61,3,43183,129549
2025-02-25,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_60,3,36698,110094
2025-02-25,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_125,4,19082,76328
2025-02-26,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_183,1,42229,42229
2025-02-26,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_8,4,20842,83368
2025-02-26,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_131,4,16333,65332
2025-02-26,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_116,2,26434,52868
2025-02-26,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_167,4,35614,142456
2025-02-26,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_15,1,42311,42311
2025-02-26,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_185,1,43182,43182
2025-02-27,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_77,3,21871,65613
2025-02-28,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_133,5,26573,132865
2025-02-28,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_76,4,17199,68796
2025-03-01,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_138,4,15963,63852
2025-03-01,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_129,1,37387,37387
2025-03-01,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_179,2,37105,74210
2025-03-01,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_189,4,24231,96924
2025-03-01,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_31,1,26866,26866
2025-03-01,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_122,5,34545,172725
2025-03-01,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_46,1,33586,33586
2025-03-02,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_196,2,30732,61464
2025-03-02,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_52,1,25444,25444
2025-03-02,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_92,2,29560,59120
2025-03-02,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_111,3,44767,134301
2025-03-03,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_119,4,28578,114312
2025-03-03,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_139,4,26880,107520
2025-03-03,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Física,Cliente_157,5,22585,112925
2025-03-03,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_195,2,23109,46218
2025-03-04,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_98,4,42420,169680
2025-03-04,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_30,1,20501,20501
2025-03-04,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Física,Cliente_113,3,35342,106026
2025-03-05,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_85,3,38140,114420
2025-03-05,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_105,3,32580,97740
2025-03-05,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_29,5,21801,109005
2025-03-06,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_127,4,18575,74300
2025-03-06,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_48,5,41316,206580
2025-03-06,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_68,5,34307,171535
2025-03-06,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_197,5,29359,146795
2025-03-06,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_52,2,31622,63244
2025-03-06,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_94,4,16201,64804
2025-03-06,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_54,3,42163,126489
2025-03-06,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_91,3,39773,119319
2025-03-07,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_167,1,37117,37117
2025-03-07,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_9,2,16237,32474
2025-03-07,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_133,3,21735,65205
2025-03-07,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Instagram,Cliente_195,5,24844,124220
2025-03-07,ACC-017,Crossbody Bag Mini Messenger,Accesorios,TikTok Shop,Cliente_44,1,18889,18889
2025-03-07,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_144,1,22799,22799
2025-03-07,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_188,5,18479,92395
2025-03-07,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_140,3,37323,111969
2025-03-08,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_121,5,25507,127535
2025-03-09,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_170,1,36053,36053
2025-03-09,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_106,3,28702,86106
2025-03-09,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_2,5,32796,163980
2025-03-10,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_189,1,23731,23731
2025-03-10,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_129,4,41546,166184
2025-03-10,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_137,5,19989,99945
2025-03-11,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_195,1,31121,31121
2025-03-11,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_88,5,33129,165645
2025-03-11,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_22,4,35549,142196
2025-03-11,ACC-017,Crossbody Bag Mini Messenger,Accesorios,TikTok Shop,Cliente_150,2,23799,47598
2025-03-11,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_56,4,19560,78240
2025-03-11,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_131,5,21257,106285
2025-03-12,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_22,2,37435,74870
2025-03-12,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_23,5,28210,141050
2025-03-13,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_190,1,19199,19199
2025-03-13,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_180,4,26023,104092
2025-03-13,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_160,5,18919,94595
2025-03-13,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Física,Cliente_100,4,23755,95020
2025-03-14,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_74,4,39504,158016
2025-03-14,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_142,3,34582,103746
2025-03-14,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_156,1,39115,39115
2025-03-14,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_91,2,41995,83990
2025-03-14,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_26,4,31952,127808
2025-03-14,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_96,2,15905,31810
2025-03-14,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_49,1,15075,15075
2025-03-15,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_94,3,38295,114885
2025-03-15,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_106,1,44760,44760
2025-03-15,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_48,5,41324,206620
2025-03-15,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_150,4,40536,162144
2025-03-16,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_162,5,40427,202135
2025-03-16,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_157,5,42164,210820
2025-03-16,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_88,5,22090,110450
2025-03-16,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_88,4,20518,82072
2025-03-16,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_100,5,20741,103705
2025-03-16,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_35,3,36105,108315
2025-03-17,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_172,5,37176,185880
2025-03-17,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_44,5,20529,102645
2025-03-17,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_137,4,41025,164100
2025-03-17,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_185,1,44842,44842
2025-03-17,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_68,2,44858,89716
2025-03-17,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_103,1,39644,39644
2025-03-18,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Física,Cliente_154,1,22151,22151
2025-03-18,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_147,2,34359,68718
2025-03-18,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Instagram,Cliente_68,4,33887,135548
2025-03-18,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_69,4,32441,129764
2025-03-18,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_6,4,30011,120044
2025-03-18,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_200,3,15953,47859
2025-03-18,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_186,4,39175,156700
2025-03-18,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_80,2,30767,61534
2025-03-19,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_45,1,18442,18442
2025-03-19,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Física,Cliente_24,5,34619,173095
2025-03-19,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_87,3,19128,57384
2025-03-19,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_87,3,44305,132915
2025-03-19,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_114,4,24615,98460
2025-03-20,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_72,2,20038,40076
2025-03-20,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_199,4,33119,132476
2025-03-21,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_20,1,23806,23806
2025-03-22,SUP-002,Skateboarding Logo Hoodie,Superior,TikTok Shop,Cliente_178,4,40627,162508
2025-03-22,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_110,3,33019,99057
2025-03-22,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_153,5,40730,203650
2025-03-22,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_185,4,17734,70936
2025-03-23,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_117,3,19525,58575
2025-03-23,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_141,1,42696,42696
2025-03-23,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_123,3,17975,53925
2025-03-23,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_193,5,34037,170185
2025-03-23,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_144,4,36403,145612
2025-03-23,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_28,5,41828,209140
2025-03-24,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_187,4,18058,72232
2025-03-24,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_98,1,18261,18261
2025-03-24,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_138,4,28615,114460
2025-03-25,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_106,4,19405,77620
2025-03-25,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_144,1,21609,21609
2025-03-25,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_119,1,22407,22407
2025-03-25,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_35,3,36487,109461
2025-03-25,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_200,1,15816,15816
2025-03-25,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_165,4,43488,173952
2025-03-25,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_164,2,29647,59294
2025-03-26,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_151,4,26246,104984
2025-03-26,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_148,5,31579,157895
2025-03-26,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_141,3,15373,46119
2025-03-27,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_153,2,32043,64086
2025-03-27,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_96,5,37697,188485
2025-03-27,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_102,4,44671,178684
2025-03-27,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_140,3,20393,61179
2025-03-27,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_136,4,15851,63404
2025-03-27,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_63,3,36282,108846
2025-03-27,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_7,4,30476,121904
2025-03-28,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_144,1,25197,25197
2025-03-28,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_38,1,19738,19738
2025-03-28,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_87,1,30197,30197
2025-03-28,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_123,1,38720,38720
2025-03-28,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_9,3,37129,111387
2025-03-28,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_87,2,21207,42414
2025-03-28,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_91,1,41874,41874
2025-03-29,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_168,4,25141,100564
2025-03-29,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_188,4,23148,92592
2025-03-29,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_67,3,15312,45936
2025-03-29,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_124,2,33674,67348
2025-03-30,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_170,2,24067,48134
2025-03-30,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_98,5,42404,212020
2025-03-30,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_186,1,33144,33144
2025-03-30,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_165,4,23634,94536
2025-03-30,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_82,2,23731,47462
2025-03-30,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_76,2,28042,56084
2025-03-30,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_146,2,34292,68584
2025-03-31,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_87,3,24755,74265
2025-03-31,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_68,4,15053,60212
2025-04-01,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_157,2,34645,69290
2025-04-01,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_88,2,16221,32442
2025-04-01,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_100,3,21755,65265
2025-04-02,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_109,4,15083,60332
2025-04-02,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Física,Cliente_7,5,19918,99590
2025-04-02,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_72,2,35724,71448
2025-04-02,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_90,1,28592,28592
2025-04-02,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_48,3,38895,116685
2025-04-02,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_3,2,26353,52706
2025-04-02,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_112,2,37967,75934
2025-04-02,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_163,3,17329,51987
2025-04-03,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_61,1,19308,19308
2025-04-03,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_54,4,39872,159488
2025-04-03,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_85,3,16231,48693
2025-04-03,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_13,4,25458,101832
2025-04-03,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_58,1,39994,39994
2025-04-03,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_98,1,26829,26829
2025-04-04,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_94,3,20434,61302
2025-04-04,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_144,1,22080,22080
2025-04-04,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_91,4,21760,87040
2025-04-05,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_196,2,26335,52670
2025-04-05,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_61,3,23183,69549
2025-04-05,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_167,4,17681,70724
2025-04-05,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Instagram,Cliente_166,1,37961,37961
2025-04-06,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_192,3,42476,127428
2025-04-06,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Online,Cliente_67,3,23210,69630
2025-04-06,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_45,2,22962,45924
2025-04-06,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_171,3,29701,89103
2025-04-06,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_101,3,33054,99162
2025-04-07,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_114,3,21098,63294
2025-04-08,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_58,5,37089,185445
2025-04-08,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_155,4,34414,137656
2025-04-09,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_38,1,42845,42845
2025-04-10,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Online,Cliente_144,5,39423,197115
2025-04-10,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_77,5,16252,81260
2025-04-10,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_174,3,15066,45198
2025-04-10,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_45,2,35493,70986
2025-04-11,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_159,4,34634,138536
2025-04-11,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_21,3,32007,96021
