id,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_week,BMI
CUE-452,69.4,1.61,173,169,66,1.09,948,28.3,1.5,2,12.32
HJA-743,77.5,1.5,175,142,70,1.58,1141,21.2,1.8,3,12.32
PRM-694,63.1,1.84,185,158,56,1.3,1248,31.9,3.5,3,26.39
NRM-770,108.7,1.55,163,122,68,1.19,1104,26.9,1.6,4,26.23
PCU-753,85.3,1.69,162,136,71,1.49,859,22.8,3.4,4,19.95
MYH-574,108.5,1.97,192,120,74,2,1091,27.2,1.5,2,23.59
WPK-970,60.2,1.76,194,169,72,1.7,1114,31.4,1.8,4,32.81
OVV-372,58,1.89,182,163,72,1.39,1156,26,3.4,5,23.79
IMS-365,48.3,1.81,167,134,69,1.97,1276,26.1,1.8,3,20.81
HPI-084,44.2,1.5,194,154,74,1.11,612,24,3.5,2,20.62
MLQ-846,58,1.6,168,143,52,1.28,834,21,3.6,4,22.2
GUF-291,75.8,1.63,192,131,64,0.98,921,26.5,1.5,4,14
KSB-330,40,1.92,194,128,72,1.89,1753,10,3.4,5,15.24
OAB-261,40,1.81,164,139,62,1.35,658,15.4,,4,
LVI-868,44.2,1.61,168,164,73,1.13,1011,28.8,2.5,4,14.92
YWK-655,94.5,1.84,160,158,61,1.2,1063,26.6,2.6,3,12.32
AYI-201,79.6,1.68,180,137,67,2,920,28.6,1.8,,23.26
TDQ-551,81.1,1.78,195,143,72,1.07,770,22.5,2.5,3,12.51
AGG-818,40,1.92,163,129,68,1.22,1025,22.7,3.3,2,23.28
RCR-978,77.3,1.58,180,140,61,1.57,1333,23.5,1.5,2,12.32
HJG-726,61.3,1.96,193,169,65,2,947,31.1,3.5,5,24.18
FYF-004,78.5,1.5,189,169,60,1.67,954,17.9,2.4,3,21.98
YSB-316,116.2,1.65,194,160,74,1.98,1036,22.1,2.4,4,23.58
YSO-005,58.7,1.78,195,154,59,1.34,1015,29.5,2.8,2,18.67
MTW-268,69.1,1.74,175,127,53,1.61,1411,31.9,3.6,2,18.07
FUB-248,94.5,1.73,198,135,74,1.16,717,23.8,1.6,4,17.52
MNY-118,40,1.66,176,134,57,2,931,27.2,2.7,3,23.21
JNU-494,53,1.58,161,128,74,1.62,953,23.4,2.5,2,13.02
TWJ-994,50,1.75,186,135,59,2,695,23.4,1.6,4,49.84
FOH-922,59,,169,134,67,1.36,1783,24.5,2.4,3,12.32
HKL-234,85.5,1.77,175,156,50,1.13,766,14.6,3.4,2,16.38
SIL-219,78.6,1.98,194,136,69,1.3,1590,27.2,2.3,4,25.52
LRA-205,40,1.5,172,169,59,1.52,1107,24.9,2.8,3,36.71
MQA-796,40,1.88,164,154,70,1.63,1109,20.7,1.7,2,12.64
WQR-064,77.4,1.54,169,149,50,2,867,29,3.6,5,13.58
JFN-151,82.7,2,178,138,72,1.46,1219,25.8,3.6,4,24.74
QER-824,58.7,1.72,189,152,58,1.21,1063,21.2,1.6,3,23.03
PEV-545,101.8,1.51,163,169,72,1.42,1384,25.6,3.3,4,20.89
PNA-239,60.5,1.72,187,139,50,1.34,1096,20.9,3.7,4,25.58
XCB-626,,1.7,181,144,56,1.47,574,26.3,2.6,4,14.96
WPY-883,89.3,1.58,184,135,58,1.58,995,24,2.9,4,19.02
SOA-830,101.4,2,190,169,63,,1772,20.7,2.6,4,38.99
ICG-824,60.6,1.81,170,159,71,1.45,577,24.8,3.7,3,13.74
OOR-998,53.6,1.7,188,126,73,0.97,1083,30.4,3.4,4,12.32
AYC-164,41.1,1.67,184,133,74,0.63,804,25.6,2.8,5,14.26
BXY-212,87.9,1.75,183,130,74,1.54,1273,24.2,1.6,3,12.32
MRQ-300,71,1.84,190,120,53,1.93,1700,24.7,3.1,,21.97
GIP-401,81.1,1.92,190,125,61,1.18,690,26.1,3.1,4,17.99
FXN-301,99.1,1.5,185,159,74,1.38,995,17.8,1.5,4,24.56
KDN-029,46.5,1.65,182,169,70,1.34,806,24.1,3.5,2,12.32
AYT-273,69,1.82,170,133,53,1.24,1610,30.1,2.8,2,20.05
AKX-418,93.7,1.66,168,169,68,1.97,875,29,3.4,4,13.87
YDL-233,69.4,2,195,130,,1.34,1197,19.5,2.6,3,14.99
GFF-004,77.1,,177,169,72,1.73,1538,26.4,3.6,3,13.97
AZO-370,41.4,1.71,183,168,73,0.94,1253,30.8,3.2,3,14.6
BJJ-355,42.6,1.61,172,122,69,1.13,462,14.9,2.5,2,15.67
KPQ-309,76.7,1.99,192,131,74,1.14,1263,28.3,1.6,5,14.98
ASH-677,58.4,1.65,169,141,53,2,1109,24,2.3,2,35.49
HRC-332,40,1.86,187,126,71,1.6,1059,14.7,3,2,12.32
EBX-650,71.7,1.71,187,,74,1.39,542,26.5,3.1,3,12.32
